id,text
669377527144665088,"Myrtle Beach, South Carolina 
#MakeAmericaGreatAgain #Trump2016pic.twitter.com/JlY5sbumpY"
669374049693409280,"A wonderful evening in South Carolina - big crowd, amazing energy!"
669288695938289664,New @OANN national poll released. Thank you America! #Trump2016pic.twitter.com/yopcngFzFv
669275236160954368,What is Frank VanderSloot getting for agreeing to back Marco Rubio? Last victim was Mitt Romney - see how that turned out.
669273221993222144,.@BradPaisley came up to see me. A really nice and talented guy.pic.twitter.com/duJ7vXLGZw
669263389051518976,"""@Nick95B: @realDonaldTrump I'll only vote for TRUMP! If eGOP screw things up I won't vote for ANY republicans; ANYpic.twitter.com/mHyCIL9VpD"
669257715525488640,"Heading to Myrtle Beach, South Carolina. Really big crowd—so much to talk about!"
669244676176760832,Republicans must stop relying on losers like @KarlRove if they want to start winning presidential elections. Be tough and get smart!
668974414348816384,"Just left Columbus rally of 14,000 people --- a far bigger crowd than even I expected! Unbelievable evening, incredible spirit in the arena!"
668916575492317184,Heading for Ohio - really big crowd of amazing people! Much to talk about!
668914875557629952,"Going to Ohio, home of one of the worst presidential candidates in history--Kasich. Can't debate, loves #ObamaCare--dummy!"
668875808585465856,.@WSJ reports that @GOP getting ready to treat me unfairly—big spending planned against me. That wasn’t the deal!
668867262456156160,Via @washingtonpost 9/18/01. I want an apology! Many people have tweeted that I am right! http://wapo.st/1R1siFz pic.twitter.com/wrDEhXJlvR
668863074586238976,When you do your Christmas shopping remember how disloyal @Macys was to the subject of illegal immigration. #BoycottMacys #DumpMacys
668833833589063680,"Hillary, there is nothing to laugh about- https://instagram.com/p/-bz5HWGhXZ/ "
668827894630731776,"Going to Columbus, Ohio today for a tremendous rally of thousands. The silent majority is no longer silent!"
668827139232423936,.@AP has one of the worst reporters in the business -- @JeffHorwitz wouldn’t know the truth if it hit him in the face.
668827020718161920,.@AP continues to do extremely dishonest reporting. Always looking for a hit to bring them back into relevancy—ain’t working!
668563843904380928,"Hillary Clinton is weak on illegal immigration, among many other things. She is strong on corruption - corruption is what she's best at!"
668556086547496960,"""@TheFix: The Paris attacks have only made Donald Trump stronger http://wpo.st/yC6r0  pic.twitter.com/Y3SevhrRp1"" Very interesting!"
668521121411678208,"""@drewtheg:  Trump is the epitome of integrity, good spirit, forthright honesty... you pull no punches and call a spade a spade. diggin it!"""
668495716139036672,"Great poll numbers! Thank you!
#MakeAmericaGreatAgain #Trump2016pic.twitter.com/51CRR6m5Eg"
668458837670805504,"We better get tough with RADICAL ISLAMIC TERRORISTS, and get tough now, or the life and safety of our wonderful country will be in jeopardy!"
668457318267400192,13 Syrian refugees were caught trying to get into the U.S. through the Southern Border. How many made it?  WE NEED THE WALL!
668441539643899904,Great poll numbers all over and beating Hillary Clinton one on one. Thank you!
668405215654240256,.@GStephanopoulos just announced that I am leading  BIG in the new @ABC Poll which will be shown on This Week at 9:00 A.M. I will be on show
668255736758145024,I find that @Reuters is a far more professional operation than @AP.
668255569996853248,.ccolvinj @AP is one of the truly bad reporters---working for an organization that has totally lost its way. Stories are fictional garbage.
668230520178761728,"""@iliveamongyou: URGENT “@GOP…in an effort to destroy their own front runner.” #MakeAmericaGreatAgain http://www.breitbart.com/big-government/2015/11/20/keystone-cops-gop-consultant-class-heroes-publicly-panhandling-desperate-bid-derail-donald-trump/ …""  I HIT BACK!"
668230038156910592,"""@2timeslucky: @steph93065 @FoxNews Kimberly G. hosted Greta last nights& told the TRUTH about Trump! http://insider.foxnews.com/2015/11/20/donald-trump-clarifies-he-wants-database-syrian-refugees-not-all-us-muslims …"""
668212478694858752,"""@boreed615: Donald Trump retakes lead in GOP race; Ted Cruz makes gains: poll: http://aol.it/1QVK4Kd  # via AOL"""
668206716962611200,"""@WayneDupreeShow: ""It’s clear that Donald Trump was NOT even talking about a Muslim Database!"" http://newsninja2012.com/snow-job-media-creates-trump-conspiracy-about-muslim-database/ …"""
668205308246888448,"""@foxnation: Report: #DonaldTrump Heckler Convicted Of Attempting To Blow Up Marine Recruitment Center http://nation.foxnews.com/2015/11/21/report-trump-heckler-convicted-attempting-blow-marine-recruitment-center …"""
668204996828241920,"""@politico: Palin on 2016: ""I think it would come down to Cruz and Trump!  http://politi.co/1HeOudg  | Getty pic.twitter.com/y5wN0AhK0E"""
668202722533994496,"""@THR: Trump's Wife, Children Open Up About GOP Candidate: ""There’s No One Else Like Him"" http://thr.cm/P38I3g  pic.twitter.com/WXsq41nK17"""
668167155897249792,"Thank you for a great afternoon Birmingham, Alabama! #Trump2016 #MakeAmericaGreatAgainpic.twitter.com/FrOkqCzBoD"
668090367284281344,"Rumor has it - Pataki, Kasich, & Senator Lindsey Graham are dropping out of the race very soon. Hope it's not true, they're so easy to beat!"
668088177513598976,So nice when media properly polices media. Thank you @BreitbartNews.http://www.breitbart.com/big-journalism/2015/11/21/muslim-registry-rope-me-hillary-haberman-lies-about-trump-on-nyt-front-page/ …
668087244729786368,A woman who got fired after two days of working with Scott Walker - a wacko - now trying to raise funds to fight me.
668075477547003904,"Heading to Birmingham, Alabama, and a massive crowd of incredible people! 12 noon - will be wild."
668075223443447808,"To show you how politicians act, Bobby Jindal spent $1,000 to register in New Hampshire & dropped out the next day. Such a waste!"
668073641528197120,"We're stuck with the worst mayor in the United States. Too bad, but New York City will survive!"
668054560523599872,"People are really liking my new book, ""Crippled America."" Check it out!"
668053536568160256,"""@jaazee1: @CNN anchor's shocked that DonaldTrump's  comments resonate with GOP base will go apoplectic that he does with democrats too."
667936934585622528,"""@thetylerjames9: @realDonaldTrump cannot be bought! Therefore he cannot be silenced!"""
667898301048557568,Join us at 10pmE on @ABC2020 @ABC with @BarbaraJWalters! #MeetTheTrumps #ABC2020pic.twitter.com/vMeLS00GnJ
667865622404034560,"""@2timeslucky:  No one can take @realDonaldTrump down because it is the WILL of the people for him to win!"
667864826350280704,"""@mia_liner: @GSRPygmies  @realDonaldTrump Trump supporters are a very loyal breed! We see the truth, only Trump can fix this mess we are in"
667862319091875840,Looking forward to watching the legendary @BarbaraJWalters interview my family (and me) tonight on @ABC at 10:00. Many things to talk about!
667856908548722688,"Tune into the legendary @BarbaraJWalters at 10pmE on
@ABC2020 tonight. #MeetTheTrumps for a full hour @ABC #ABC2020!pic.twitter.com/exF5aUhrEW"
667837674527580160,Just got back from South Carolina. Going to Alabama tomorrow!
667819443196588032,.@HillaryClinton is weak on illegal immigration & totally incompetent as a manager and leader - no strength or stamina to be #POTUS!
667814049342623744,The legendary @BarbaraJWalters interviews my family and me tonight at 10:00 on @ABC2020 . Don't miss it!pic.twitter.com/JHTF7f9aTo
667798204394700800,".@BilldeBlasio should focus on running #NYC & all of the problems that he has caused with his ineptitude, & not be so focused on me!"
667797935686557696,"Can you believe the worst Mayor in the U.S., & probably the worst Mayor in the history of #NYC, @BilldeBlasio, just called me a blow hard!"
667788920697053184,"Thank you for a great afternoon, South Carolina! See you next Tuesday! #MakeAmericaGreatAgain #Trump2016pic.twitter.com/kWWMlmy7gQ"
667777348029292544,"I didn't suggest a database-a reporter did. We must defeat Islamic terrorism & have surveillance, including a watch list, to protect America"
667736232831680512,"Under our President, ISIS is gaining great strength- https://instagram.com/p/-UAerUmhXV/ "
667725171801907200,My family has the honor of being interviewed for a full hour by the legendary @BarbaraJWalters tonight @ABC - 10pmE.pic.twitter.com/cm4fv1Ye9L
667711609922527232,"Going to South Carolina now, great place, SRO crowd. Iowa was amazing yesterday!"
667688972840210432,"The media must denigrate ISIS at all levels or youth will continue to be drawn to it. These are low level degenerates, NOT masterminds!"
667686386653388800,"The media must immediately stop calling ISIS leaders ""MASTERMINDS."" Call them instead thugs and losers. Young people must not go into ISIS!"
667521691015319552,"John Kasich was managing director of Lehman Brothers when it crashed, bringing down the world and ruining people's lives. A total failure!"
667519608505659392,"Once John Kasich announced he was running for president, and opened his mouth, people realized he was a complete & total dud!"
667509409120043008,"John Kasich fell right into President Obama’s trap on ObamaCare, and the people of Ohio are suffering for it. Shame!"
667509225535311872,Kasich has already spent $6 million on ads in New Hampshire and his numbers have gone down. People from NH are smart!
667509177707659264,Watch Kasich squirm --- if he is not truthful in his negative ads I will sue him just for fun!
667509134514786304,"I want to do negative ads on John Kasich, but he is so irrelevant to the race that I don’t want to waste my money."
667509055867346944,"John Kasich, despite being Governor of Ohio, is losing to me in the Ohio polls. Pathetic!"
667433091590418432,I told you! Premiums are soaring! #RepealObamacare #Trump2016http://thehill.com/policy/healthcare/260758-unitedhealthcare-may-exit-obamacare-exchanges …
667410168855048192,Thank you for your support! Together we can #MakeAmericaGreatAgain! #Trump2016pic.twitter.com/qni36GI6fV
667404966248755200,The POLICE in Paris did a fantastic job. Very brave - not easy!
667379374639984640,"Everyone is now saying how right I was with illegal immigration & the wall. After Paris, they’re all on the bandwagon."
667329429912338432,Eight Syrians were just caught on the southern border trying to get into the U.S. ISIS maybe? I told you so. WE NEED A BIG & BEAUTIFUL WALL!
667128584956461056,"""@FoxNews New Hampshire Poll: @realDonaldTrump 'Rules GOP Race in New Hampshire.' Trump 27, Rubio 13, Cruz 11, Bush 9, Carson 9, & Kasich 7"""
667060531149316096,"Via Politico: ""Trump Extends Lead in New Hampshire Poll""http://www.politico.com/story/2015/11/donald-trump-new-hampshire-215986 …"
667023957367914496,Great New Pollhttp://www.tampabay.com/blogs/the-buzz-florida-politics/fla-poll-trump-36-rubio-18-carson-15-cruz-10-bush-9/2254421 …
666815224788422656,Thank you for all of your support! Let's #MakeAmericaGreatAgain! #Trump2016pic.twitter.com/G7o6b0cfZz
666753109314674688,The great Barbara Walters interviews Melania Trump and me on a Special Friday night at 10:00 on ABC.… https://instagram.com/p/-NCErPmhei/ 
666726734604189696,Melania and I just had interview with the legendary @BarbaraJWalters. Watch #abc2020 this Friday. Tonight we talk ISIS @WNTonight
666640736893448192,What is our President doing? https://instagram.com/p/-MO-OYmhZh/ 
666615398574530560,Refugees from Syria are now pouring into our great country. Who knows who they are - some could be ISIS. Is our president insane?
666606474613886976,"I, along with almost everyone else, have so little confidence in President Obama. He has a horrible attitude-a man who is resigned to defeat"
666605421751361536,So many great polls like Reuters - big leads everywhere. New Hampshire really special! We will win big and MAKE AMERICA GREAT AGAIN!
666459170552553472,Thank you Tennessee! #Trump2016pic.twitter.com/RNZ3hvbVvM
666449082576187392,Just received a copy of @SarahPalinUSA new book -- a great read! Sarah is a terrific person.
666431694346416128,"Just leaving Knoxville, TN --- what a crowd, what amazing people! #Trump2016 #MakeAmericaGreatAgainpic.twitter.com/5qr5deOlEl"
666392650468220928,"Just landing in Knoxville, Tennessee! Massive crowd expected! Will all have a great time, despite serious subject matter."
666387100917473280,Discussing #SyrianRefugees with @EricBolling on @FoxNews back on 10/3/2015. #ISISpic.twitter.com/rUX57o2BzM
666371999757959168,"Will be landing in Knoxville, Tennessee shortly - tremendous crowd expected. It's all very simple, we want to #MakeAmericaGreatAgain!"
666350957807206400,Republicans must stop listening to dopes like @KarlRove who still insists Mitt Romney won the last election. Think big & think strong!
666326700666560512,"Wow, @Macys shares are down more than 40% this year. I never knew my ties & shirts not being sold there would have such a big impact!"
666325148547551232,Interesting article from highly respected Wayne Allyn Roothttp://www.theblaze.com/contributions/islamic-state-terrorist-attack-proves-donald-trump-was-right-about-border-and-immigration/ …
666235142445408256,"Remember, I was the one who said attack the oil (ISIS source of wealth) a long time ago. Everyone scoffed, now they're attacking the oil."
666060370692448256,"Tom Brady just did it again. He is not only a great guy, he is, without question, the BEST quarterback!"
666058941760012288,President Obama just told President Putin how important the Russian air strikes against ISIS have been. I TOLD YOU SO!
666050394770898944,"""@Parker_Votes: We finally have a voice with  Let’s do our part & VOTE IN THE R PRIMARY, 4 #Trump2016 #TrumpArmy pic.twitter.com/fIl3hXOERS"""
666049518295605248,"""@davenorthYV: Does anybody ever realize that HillaryClinton doesn't make eye contact with anyone, even the camera. That's a sign of lying"""
666045638245810176,Glad to see that @RondaRousey lost her championship fight last night. Was soundly beaten - not a nice person!
666021135897653248,"""@thewatcher23579: One of Paris terrorist came as Syrian refugee. Donald Trump is right again. BOMB THEIR OIL - TAKE AWAY THEIR FUNDING"""
665994719554572288,"We need strong, tough and brilliant leadership now more than ever!  MAKE AMERICA GREAT AGAIN!"
665896711685087232,"When will President Obama issue the words RADICAL ISLAMIC TERRORISM? He  can't say it, and unless he will,  the problem will not be solved!"
665741213891473408,"""@tasteofaz: Poll: Trump Surges to 42% Nationally; ‘Bad News for Marco Rubio’ http://www.breitbart.com/big-government/2015/11/14/poll-trump-surges-to-42-nationally-bad-news-for-marco-rubio/ … @realdonaldtrump""  Great news!"
665739096694870016,"Wow, Bernie Sanders just admitted that the real unemployment rate is 10% (it is actually over 20%) and for  African American youth - 51%."
665735985704095744,"Hillary and Sanders are not doing well, but what is the failed former Mayor of Baltimore doing on that stage? O'Malley is a clown."
665733681009569792,"Why won't President Obama use the term Islamic Terrorism? Isn't it now, after all of this time and so much death, about time!"
665731237487714304,"Great news out of New Hampshire! DonaldTrump is pulling away from the pack w/ 2nd is 17% behind him! #Trump2016 pic.twitter.com/hASWradHMe"""
665673279739404288,"""@shawnlivinlife: I still haven't heard the WH say the words islamic terrorist. Call it what it is. #Trump2016 can't happen fast enough."
665592708375822336,"""@ABCinSC: @realDonaldTrump - a tough man for a tough job in tough times. Gloves off, game on! https://twitter.com/KatrinaPierson/status/665582866525503490 …"""
665525201589936128,"We need much tougher, much smarter leadership - and we need it NOW!"
665524569961287680,"President Obama said ""ISIL continues to shrink"" in an interview just hours before the horrible attack in Paris. He is just so bad! CHANGE."
665316238806007808,My prayers are with the victims and hostages in the horrible Paris attacks. May God be with you all.
665286593025036288,"Boy is this guy @ShepNewsTeam tough on me. So totally biased. As a reporter, he should be ashamed of himself! #Trump2016"
665282108861083648,They laughed at me when I said to bomb the ISIS controlled oil fields. Now they are not laughing and doing what I said. #Trump2016
665281923175071744,Thank you @JakeTapper for giving me credit for my vision on bombing the oil fields. Should have been done long ago. #Trump2016
665275716041351168,Great honor to be inducted into the NJ Boxing Hall of Fame last night. Thank you! Timing could not have been better!pic.twitter.com/IU6peXoVL2
665253317304524800,"""@DRUDGE_REPORT: REUTERS 5-DAY ROLLING POLL: TRUMP 34%, CARSON 19.6%, RUBIO 9.7%, CRUZ 7.7%..."" Thank you - a great honor!"
665199220136222720,Happy Friday the 13th https://instagram.com/p/-B_ci4mhdA/ 
665002786766065664,Thank you Iowa! I appreciate all of your support @IowaCentral & @ethanolbyPOET this evening! #Trump2016 #IACaucuspic.twitter.com/mJzLcXjtpf
664949765453443072,"First candidate in Virginia with over 16,000 validated signatures for the ballot. An honor - thank you! #Trump2016 #MakeAmericaGreatAgain"
664911913831301120,Macy’s was very disloyal to me bc of my strong stance on illegal immigration. Their stock has crashed! #BoycottMacyspic.twitter.com/WsvZtwZbBf
664906279249420288,Thank you @Forbes for showing the @WSJ was wrong. So dishonest!http://www.forbes.com/sites/johnbrinkley/2015/11/12/donald-trump-stalking-the-wild-tpp/ …
664905002788458496,From 2% to 27% in Texas - quite a jump into first place!
664885790061813760,"Wow, pres. candidate Ben Carson, who is very weak on illegal Immigration, just said  he likes amnesty and a pathway to citizenship."
664882878296276992,"Total fool @KarlRove is part of the Republican Establishment problem. An all talk, no action dummy!http://www.businessinsider.com/karl-roves-historically-colossal-waste-of-money-2012-11 …"
664850952319553536,.@WSJ and dopey Karl Rove made a mistake and purposely mischaracterized my statement on the terrible TPP deal.https://theintercept.com/2015/11/11/trump-was-right-about-tpp-benefitting-china/ …
664821989996150784,Why does the failing @WSJ write a false editorial about me and let dummy @KarlRove make the same mistake in the same edition of the paper?
664820082325893120,.@KarlRove is a biased dope who wrote falsely about me re China and TPP. This moron wasted $430 million on political campaigns and lost 100%
664787273184108544,"We, as a country, either have borders or we don't. IF WE DON'T HAVE BORDERS, WE DON'T HAVE A COUNTRY!"
664772537327448064,"When and how are the dummies at the @WSJ going to apologize to me for their totally incorrect Editorial on me. I want ""smart"" trade deals."
664769890604175360,.@WSJ Editorial Board should review my debate statement re China and T.P.P. and apologize. China not part but will get their way in later.
664768772683776000,Today's @WSJ Editorial is WRONG again. I know that China is not in the new T.P.P. trade deal but would come in latter through a back door.
664628393921544192,"""@ellenEspence: I'm not convinced that any candidate other than @realDonaldTrump is committed to securing our borders. #VoteTrump2016"""
664625646761545728,"""@frankieguy85: This 92-Year-Old Woman Registered to Vote Just to Cast a Ballot for Trump http://fb.me/6X8qGjkO5 """
664598259978080256,"""@Christianlord12:  RUBIO sat back during debate on Immigration hoping no 1 would ask him about Gang of 8. http://www.breitbart.com/big-government/2015/11/11/bartiromo-rubio-should-have-been-asked-about-gang-of-eight-foreigners-are-taking-jobs-americans-need/ …"""
664578302447902720,I never said that China was in the bad TPP trade deal but that China would come in the back door at a later date. @CNN @FoxBusiness
664481432174264320,"Happy Veterans Day. To those who have served, thank you for your special work."
664469852149665792,Thank you @Morning_Joe & @morningmika -- a great show! #Trump2016 #MakeAmericaGreatAgainpic.twitter.com/teauhiQd3i
664394692180733952,"Loved doing the debate...won Drudge and all on-line polls! Amazing evening, moderators did an outstanding job."
664391554258370560,"""@Rmac747:  Keep up the good work, Donald! Hello from Vancouver where the new & amazing Trump Tower and Hotel almost complete!"
664336037607546880,I will be on @Morning_Joe live from New Hampshire tomorrow at 7am. #Trump2016 #MakeAmericaGreatAgain
664148685488525312,"People Magazine: ""Donald Trump Was Right: He Gave SNL Its Best Ratings in Nearly 4 Years--Plus, What You Didn't See""http://www.people.com/article/donald-trump-snl-ratings-best-4-years?xid=rss-topheadlines&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+people%2Fheadlines+%28PEOPLE.com%3A+Top+Headlines%29 …"
664140822678478848,Thank you South Carolina! #Trump2016pic.twitter.com/DDK89IcmxX
664136046960099328,Thank you New Jersey! #Trump2016pic.twitter.com/YUIBEP7JcZ
664123952332201984,Go out and buy CRIPPLED AMERICA: How to Make America Great Again. Doing really well. Great Thanksgiving or Christmas present!
664104624715128832,"""@ray_aub:  Funny all the real polls have @realDonaldTrump way ahead."
664103268684046336,"""@jspence80: @jspence80: Like him or hate him @realDonaldTrump runs a brilliant campaign for #POTUS2016 !""  Thank you!"
664087553163853824,"""@curtismuddog: @limbaugh @seanhannity @realDonaldTrump is Hillary's worst nightmare! Just take a look at Illinois rally last night."""
663960237452435456,"""@JimmyGould07: Only one man has the appeal, nerve, commitment, ideas, & motivation. He's the icon, business tycoon, and lovable DonaldTrump"
663929989319012352,Thank you to @NYPost's Robert Rorke for the really nice review of #SNL. So many enjoyed it - very gratifying!http://nypost.com/2015/11/08/trump-proves-he-can-take-a-joke-as-snl-host/ …
663923846949548032,Marco Rubio is totally weak on illegal immigration & in favor of easy amnesty. A lightweight choker - bad for #USA!
663923439120596992,Marco Rubio couldn't even respond properly to President Obama's State of the Union Speech without pouring sweat & chugging water. He choked!
663922928766091264,Marco Rubio is a total lightweight who I wouldn’t hire to run one of my smaller companies - a highly overrated politician!
663919402367262720,"A great evening in Springfield, Illinois. Thank you for all of the support! #Trump2016pic.twitter.com/mqOfuI08PX"
663875531163746304,Great job on @Greta @DonaldJTrumpJr. Nobody could have done it better!
663819248033275904,Thanks Piers. Greatly appreciated. @piersmorganhttp://www.dailymail.co.uk/news/article-3309229/PIERS-MORGAN-Donald-Trump-laugh-Saturday-Night-Live-laugh-winning-GOP-nomination.html?ITO=1490&ns_mchannel=rss&ns_campaign=1490 …
663809154922991616,".@CNN  should listen. Ana Navarro has no talent, no TV persona, and works for Bush—a total conflict of interest.https://www.change.org/p/cnn-time-warner-cable-jeff-zucker-time-warner-cnn-must-fire-republican-strategist-ana-navarro?recruiter=422424274&utm_source=share_petition&utm_medium=twitter&utm_campaign=share_twitter_responsive …"
663779118761312256,.@Betsy_McCaughey Thanks so much. Really appreciate your comments.  I will help the veterans like no one else.http://nypost.com/2015/11/03/trump-shows-real-policy-chops-with-great-fix-for-ailing-va/ …
663520201187590144,"""@dlustv: Trump SNL Episode Generates Highest Ratings Since 2012: At the very least, Donald Trump is making Sat... http://bit.ly/1NDnKnI """
663518286915702784,Thank you to all of those who gave me such wonderful reviews for my performance on @nbcsnl Saturday Night Live. Best ratings in 4 years!
663499098780213248,"""@TradingStreetCo:Donald Trump Is Ratings ‘Gold’ For SNL: Donald Trump Is Ratings ‘Gold’ For SNL... http://bit.ly/1WKnbsy   @FoxNews  @CNN"
663497803507867648,"""@Variety: Ratings: DonaldTrump lifted #SNL to a near four-year high. http://bit.ly/1NjaakX  pic.twitter.com/jFYaKx2WYW"" TRUMP RATINGS GOLD!"
663488294676799488,"""@Watchman4the1: Chuck Schumer: Sen Marco Rubio Is “Totally Committed To Obama’s Immigration Agenda” http://theconservativetreehouse.com/2015/11/08/chuck-schumer-senator-marco-rubio-is-totally-committed-to-obamas-immigration-agenda/ … DonaldTrump"
663480514108653568,.@EricShawnonFox Highest rated Saturday Night Live in four years. 47% higher than their opening night with Hillary & Miley Cyrus. Nice words
663384887521624064,Television ratings for @nbcsnl Saturday Night Live just came out and they were great - the best since 2011. Very few protesters!
663361769235218432,"""@CleopattraUSA: @realDonaldTrump @nbcsnl You've got it going on!!! Nothing is boring or low energy about you. #EverybodyRockW/TrumpNow #SNL"
663361401935765504,At 10:30 I will be interviewed on both @meetthepress by @chucktodd and @CBSNews Face The Nation by John Dickerson. This after long evening!
663349846095564800,"""@HillsGypsydad05:  @foxandfriends Awesome time on Saturday Night Live Mr. Trump! Thanks for being YOU! #MakeAmericaGreatAgain""  Thank you!"
663345007072530432,.@nbcsnl - So much fun last night!
663331169489059840,"""@nbcsnl: What a show. Thanks for watching, everyone! #SNL https://amp.twimg.com/v/3910492e-cb1c-4909-a4e8-85bd090fbdd1 …"""
663331044674940928,"""@mcjeff42: @realDonaldTrump you made SNL great again"""
663330519011172352,"""@EEGRC98: @realDonaldTrump I am Hispanic - I am with you"""
663330058698887168,"""@wakeupfla: Please stand up for American Hispanic families and fight illegal immigration it is destroying USA! pic.twitter.com/AKZO4lTnLj"""
663328941818671104,Amazing evening at Saturday Night Live!
663148211759136768,"I am at the Saturday Night Live Studio - electricity all over the place. We will be doing a ""tweeting"" skit, so stay tuned!"
663078991256002560,"""@jak00seven: If you like how @HillaryClinton handled #Benghazi, then you'll just  her as Commander-in-Chief  #MakeAmericaGreatAgain"""
663076571012534272,"""@AmesMoreno: @DesignerDeb3 @garyinlv01 @sueinwny @megynkelly @realDonaldTrump pic.twitter.com/mGgGuxnYiG""  Wow Marco, is this true?"
663075720831311872,"""@BMW_e38forever: @realDonaldTrump so let it be written, so lets get him elected in a landslide victory in 2016! http://twitter.com/BMW_e38forever/status/663075298070532096/photo/1pic.twitter.com/V6fXXEFSvD """
663075027210903552,"""@RealCinders2: @realDonaldTrump use SNL to tell Hispanics you are for them , you want them to have jobs and be here legally"" Great idea!"
663074773421973504,"""@Albusinvogue: @Sia is performing, DonaldTrump is hosting. Tonight's #saturdaynightlive is going to be legendary. pic.twitter.com/hMB6OreNh9"""
663060849662296064,"""@nbcsnl: From the last time Donald Trump hosted #SNL — The Boardroom Band. http://bit.ly/1iHV3J7  https://vine.co/v/eLIWXEjrFHX """
663060666845122560,"""@nbcsnl: Backstage with Trump. #SNL pic.twitter.com/8CTmfAnyro"""
663050261431246848,They are saying that tickets to tonight's Saturday Night Live are the hardest to get in the history of this great show! Off to a good start!
663048421071298560,"""@HouseCracka: Donald Trump is going to win the Presidency. Get on board the #TrumpTrain its going to be #YUGE""  Thanks."
663046966180474880,Saturday Night Live has some incredible things in store tonight. The great thing about playing myself is that it will be authentic! Enjoy
662862871882280960,"""@essygalloway: @realDonaldTrump @nbcsnl @Sia  I can't wait to watch snl tomorrow."" A really big show!"
662862145974108160,"One of the dumbest political pundits on television is Chris Stirewalt of @FoxNews. Wrong facts - check Fox debate rankings, Trump #1. Dope!"
662832780208971776,"""@Bubbachitchat1: THIS IS WHY THE POLLS ARE WRONG! @Hanan_Khan2: I am a lifelong democrat. And I will be voting trump! #democratsfortrump"""""
662783751089463296,"""@nbcsnl: One more day! Donald Trump hosts #SNL with @Sia tomorrow. https://youtu.be/CndSYBUPuuY  pic.twitter.com/ENx4acClxg"" Will be a wild night!"
662783390538665984,"Would be nice if @jmartNYT learned how to read the polls before writing his next story. Probably done on purpose, but not good reporting!"
662776976030212096,"""@FBeadon: @realDonaldTrump don't let the Keystone Pipeline die. The US needs to be good neighbors with Canada, and energy independent."""
662721166356840448,Will be on @oreillyfactor tonight. Signing a copy of Crippled America for Bill!pic.twitter.com/AgYUvlCU1u
662717972981551104,"So sad that Obama rejected Keystone Pipeline. Thousands of jobs, good for the environment, no downside!"
662714441121726464,"Happy Birthday to the great @BillyGraham. He's done so many wonderful things, not the least of which is his fantastic family. I love Billy!"
662693619430723584,"""@swargcoming:  @AnnCoulter @rushlimbaugh @greta @OANN @FoxNews IS CARSON HALLUCINATING? NOW LIES ABOUT WESTPOINT? http://www.politico.com/story/2015/11/ben-carson-west-point-215598 …"""
662682056590237696,Getting ready for @nbcsnl commercial.pic.twitter.com/asHECYFBRv
662672380561661952,"""@Robostop10: @realDonaldTrump This is not good. http://www.politico.com/story/2015/11/ben-carson-west-point-215598 …""  WOW, one of many lies by Ben Carson! Big story."
662642742628085760,I think it would be a good idea—and fair—to include @GovChristie & @MikeHuckabeeGOP in the debate. Both solid & good guys. @FoxBusiness
662632702227648512,"Carson now admits his friend named ""Bob,"" who he tried to stab (Bob was saved by his belt buckle!), no longer exists as Bob. Wrong name!"
662632599962173440,"With Ben Carson wanting to hit his mother on head with a hammer, stab a friend and Pyramids built for grain storage - don't people get it?"
662604464830988288,"Such bad reporting: A puff piece on Ben Carson in the @nytimes states that Carson ""is trying to solidify his lead."" But I am #1, easily! Sad"
662599915596554240,Florida Ethics Commission Advocate comes down hard on Rubio. So do two people who worked with him. Said he used the wrong credit card! Sure.
662562140511985664,A great honor to easily finish FIRST in the @FoxNews poll tabulation even though some of my best polls were not used in determining winner!
662470073962127360,"""@chriskyleband: TRUMP Supporters aren't Angry We're Smart ! We're Men / Women / Millennials / Politically Saavy  pic.twitter.com/2uokmrkRWd"""
662468623081017344,"""@SandraJenners: I love to see the respect you have shown to your parents, siblings and children. Proven Respect and Class needed in USA!"""
662457431033815040,"The Carson story is either a total fabrication or, if true, even worse-trying to hit mother over the head with a hammer or stabbing friend!"
662452419687763968,"""@Reagan_Girl: MSM are LYING to you about Hispanics hating Trump. Here's the real deal!  #HispanicsForTrump http://www.washingtontimes.com/news/2015/nov/3/donald-trump-could-win-over-hispanics-who-fear-job/#.VjwF2s4Du74.twitter …"""
662411704979095552,"Rubio lied about my meeting w/ Hispanic activists. I didn’t change my opinion but treated them w/ respect. Shame! 
http://www.rubioamnestyplan.com "
662198618045210624,"""@marklindsay78: @Hanan_Khan2 @realDonaldTrump poll numbers are higher then most think, no one is asking Democrats if they are voting Trump"""
662198327270875136,"""@TeamSpringsteen: @realDonaldTrump I just finished reading Crippled America. It's a detailed blueprint to get America back on track."""
662196963878809600,".@seanhannity should have corrected Jeb Bush when he said that I ""ran for president twice."" Never ran, merely considered running!"
662195101725278208,"""@Hanan_Khan2: @realDonaldTrump I am a lifelong democrat. And I will be voting trump!!!! #democratsfortrump""  Great!"
662192823282847744,"Jeb Bush just said about Marco Rubio, ""he's my friend!"" Pure political speak. Why can't he be truthful and say ""disloyal guy, no friend!"""
662047905520467968,"Also, tune in to the @TodayShow at 7:00am. I will be on to discuss the campaign, my new ads and #CrippledAmerica."
662047688620417024,I will unveil my first campaign ads on @Morning_Joe at 6:30am tomorrow. Enjoy! #MakeAmericaGreatAgain
662046407113732096,"Wow! @FoxNews poll just came out. #1 with 26%! Almost as importantly, I am the strongest on economic issues by far! #Trump2016"
